السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,4,الربع الرابع,20244,الرياض,الرياض,إشبيلية,شقة,41,23212315.53,6342.321,3517.203938,6256.68,1626.08
2024,4,الربع الرابع,20244,الرياض,الرياض,البديعة,شقة,17,13514216,1739.1,7615.982795,8207.72,7319.72
2024,4,الربع الرابع,20244,الرياض,الرياض,أم الحمام الشرقي,شقة,1,900000,74.24,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,أم الحمام الغربي,شقة,2,1890000,166.21,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,البيان,شقة,32,21740855,3949.23,5450.478828,8008.21,4135.4
2024,4,الربع الرابع,20244,الرياض,الرياض,التعاون,شقة,7,7280000,852.15,8405.234169,9189.07,7661.34
2024,4,الربع الرابع,20244,الرياض,الرياض,الخليج,شقة,25,19754049,3361.52,6014.067179,6707.55,5020.75
2024,4,الربع الرابع,20244,الرياض,الرياض,أحد,شقة,17,6169000,2124.88,2907.853239,3292.42,2665.96
2024,4,الربع الرابع,20244,الرياض,الرياض,الخالدية,شقة,1,400000,168.25,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الخزامى,شقة,3,4585105.8,427.48,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الربيع,شقة,20,21404000,3052.9,6235.235672,6622.03,6016.09
2024,4,الربع الرابع,20244,الرياض,الرياض,الرفيعة,شقة,1,720000,132.99,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الأندلس,شقة,31,19803587.48,3715.73,5862.555221,7031.07,4754.77
2024,4,الربع الرابع,20244,الرياض,الرياض,السليمانية,شقة,31,40599627,3670.95,11030.43414,12289.05,9631.8
2024,4,الربع الرابع,20244,الرياض,الرياض,الشهداء,شقة,19,21455668,2457.59,8587.93584,10451.34,7716.33
2024,4,الربع الرابع,20244,الرياض,الرياض,البرية,شقة,2,1355300,381.4,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الحزم,شقة,40,18671659.93,5855.773,3619.122598,4414.13,2897.35
2024,4,الربع الرابع,20244,الرياض,الرياض,الروابي,شقة,30,29046226.98,4318.21,6388.089058,8378.21,5469.1
2024,4,الربع الرابع,20244,الرياض,الرياض,الروضة,شقة,35,32100376.41,5115.96,6698.264837,7393.88,6102.03
2024,4,الربع الرابع,20244,الرياض,الرياض,الرمال,شقة,419,332708955.2,58872.5,5570.971704,6523.68,4730.64
2024,4,الربع الرابع,20244,الرياض,الرياض,الجزيرة,شقة,1,792000,113.77,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الصحافة,شقة,48,81318215,7038.52,11499.42901,13074.33,10018.34
2024,4,الربع الرابع,20244,الرياض,الرياض,العارض,شقة,189,200498955.7,24295.82,8144.527832,9941.17,6877.6
2024,4,الربع الرابع,20244,الرياض,الرياض,الإزدهار,شقة,41,46750612,5614.72,8500.451482,10765.05,6255.69
2024,4,الربع الرابع,20244,الرياض,الرياض,الجنادرية,شقة,64,45062518,9704.55,4648.932781,7404.84,3607.58
2024,4,الربع الرابع,20244,الرياض,الرياض,السلي,شقة,21,15825333.86,3203.58,4938.268702,5363.2,3784.06
2024,4,الربع الرابع,20244,الرياض,الرياض,الدريهمية,شقة,20,10145827.55,3260.235,3295.434272,3639.27,3068
2024,4,الربع الرابع,20244,الرياض,الرياض,السعادة,شقة,244,188025053.7,38981.77,4702.518573,5605.64,4115.23
2024,4,الربع الرابع,20244,الرياض,الرياض,العزيزية,شقة,32,12660741.42,4560.28,3237.350233,3637.45,2042.16
2024,4,الربع الرابع,20244,الرياض,الرياض,الغدير,شقة,18,25860580,2843.73,8746.468028,9553.91,8090.85
2024,4,الربع الرابع,20244,الرياض,الرياض,الشفا,شقة,23,9534971.72,3280.66,2888.56556,3551.33,2499.31
2024,4,الربع الرابع,20244,الرياض,الرياض,العقيق,شقة,73,104201739.9,11342.19,8993.811287,12636.57,7706.08
2024,4,الربع الرابع,20244,الرياض,الرياض,الفاروق,شقة,2,1039000,214.3,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الرائد,شقة,11,16193000,1444.1,11273.08307,12042.11,10792.3
2024,4,الربع الرابع,20244,الرياض,الرياض,الزهرة,شقة,31,18763500,4428.59,3980.21551,4542.01,3472.01
2024,4,الربع الرابع,20244,الرياض,الرياض,الحمراء,شقة,62,57452862.62,8454.63,6940.869092,7973.67,6219.3
2024,4,الربع الرابع,20244,الرياض,الرياض,الدار البيضاء,شقة,128,48406953.31,17176.77,3024.014285,3396.38,2709.62
2024,4,الربع الرابع,20244,الرياض,الرياض,الصفا,شقة,7,5408432,896.33,7808.695652,9541.15,6170.17
2024,4,الربع الرابع,20244,الرياض,الرياض,المرسلات,شقة,22,23838400,2954.63,7727.383699,9002.03,7129.67
2024,4,الربع الرابع,20244,الرياض,الرياض,السلام,شقة,5,4020000,656.06,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,السويدي,شقة,41,23862219.8,6249.06,3941.460249,4526.47,3357.64
2024,4,الربع الرابع,20244,الرياض,الرياض,السويدي الغربي,شقة,6,3711000,676.52,6232.134189,7802.53,4402.26
2024,4,الربع الرابع,20244,الرياض,الرياض,الفيحاء,شقة,12,8454125,1711.78,4758.02402,5490.45,3556.99
2024,4,الربع الرابع,20244,الرياض,الرياض,المربع,شقة,3,3622656,426.73,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العريجاء,شقة,5,2749663,478.33,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العريجاء الغربي,شقة,13,7608433,1767.61,4384.526516,4891.84,3970.03
2024,4,الربع الرابع,20244,الرياض,الرياض,الربوة,شقة,12,14392140,1887.16,7923.180936,8349.94,7555.25
2024,4,الربع الرابع,20244,الرياض,الرياض,الرحمانية,شقة,2,2150000,146.47,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الريان,شقة,30,29555515.86,4059.619,7410.403883,8615.34,6555.4
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك فيصل,شقة,21,16622723.77,3064.21,5577.625703,6276.43,4744.06
2024,4,الربع الرابع,20244,الرياض,الرياض,النسيم الشرقي,شقة,2,1470000,245.89,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الملقا,شقة,238,296880526,31954.78,9110.808928,11325.21,7875.8
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك فهد,شقة,1,1200000,178.96,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المنار,شقة,15,12101000,2017.92,6016.025911,7142.86,5573.45
2024,4,الربع الرابع,20244,الرياض,الرياض,المرجان,شقة,5,2125000,350.89,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الضباط,شقة,1,600000,100.29,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,القدس,شقة,24,23711377,3299.64,7209.201964,8511.34477,6170.3
2024,4,الربع الرابع,20244,الرياض,الرياض,النخيل,شقة,31,44505639.51,4075.08,9272.181717,13907.73,6987.23
2024,4,الربع الرابع,20244,الرياض,الرياض,العليا,شقة,20,40340635,2326.14,16999.81585,22000,11492.76
2024,4,الربع الرابع,20244,الرياض,الرياض,العوالي,شقة,74,48810664.36,13440,3590.463252,4096.199143,3228.348016
2024,4,الربع الرابع,20244,الرياض,الرياض,القادسية,شقة,82,70388597,12161.27,5636.739623,6428.95,4750.92
2024,4,الربع الرابع,20244,الرياض,الرياض,المروة,شقة,24,12898176.21,4040.2737,3671.311931,4031.33,3000
2024,4,الربع الرابع,20244,الرياض,الرياض,المصيف,شقة,19,23565940.38,2766.38,8376.841873,8719.26,7858.19
2024,4,الربع الرابع,20244,الرياض,الرياض,المحمدية,شقة,13,18681470,1889.42,9497.411762,11837.35,8459.24
2024,4,الربع الرابع,20244,الرياض,الرياض,المونسية,شقة,78,82168755,11930.51,6623.21982,7929.59,5181.68
2024,4,الربع الرابع,20244,الرياض,الرياض,النفل,شقة,1,1000000,253.76,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,النهضة,شقة,44,37860964,7071.56,5506.273013,7033.11,4528.99
2024,4,الربع الرابع,20244,الرياض,الرياض,النرجس,شقة,315,343456393.3,40656.169,8127.679262,10170.60367,6902.8
2024,4,الربع الرابع,20244,الرياض,الرياض,المعيزيلة,شقة,8,5220000,1153.69,4207.144973,5098.79,3075.81
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك عبدالله,شقة,1,860000,164.6,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المهدية,شقة,45,33823697,6142.26,5489.846882,6138.68,5019.92
2024,4,الربع الرابع,20244,الرياض,الرياض,الندى,شقة,96,110743129,12430.9,8787.879547,10096.11,7833.31
2024,4,الربع الرابع,20244,الرياض,الرياض,القيروان,شقة,19,22386276.88,2793.42,8337.580469,9228.79,6521.05
2024,4,الربع الرابع,20244,الرياض,الرياض,المروج,شقة,40,44923432,4641.36,9317.602994,10490.73,8392.08
2024,4,الربع الرابع,20244,الرياض,الرياض,المعذر,شقة,20,29578025,2651.55,9787.032324,10843.37,9183.34
2024,4,الربع الرابع,20244,الرياض,الرياض,الملز,شقة,4,3127000,396.98,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك سلمان,شقة,2,3249000,305.24,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الوادي,شقة,8,7352095,949.15,6824.377311,6888.69,6734.51
2024,4,الربع الرابع,20244,الرياض,الرياض,نمار,شقة,1,779700,271.06,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,حطين,شقة,67,95816126.6,10259.08,9120.191787,10757.78,7745.09
2024,4,الربع الرابع,20244,الرياض,الرياض,النزهة,شقة,15,18367200,1913.73,9637.347268,11322.63,8272.41
2024,4,الربع الرابع,20244,الرياض,الرياض,الياسمين,شقة,254,315074826.3,42045.98,8413.94206,9727.39,7340.64
2024,4,الربع الرابع,20244,الرياض,الرياض,النسيم الغربي,شقة,3,1750000,295.85,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الورود,شقة,2,3610000,341.11,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,اليرموك,شقة,48,39962015.4,7254.866,6185.830747,6920.42,5431.57
2024,4,الربع الرابع,20244,الرياض,الرياض,بدر,شقة,157,77911775.99,25696.629,3155.414133,3904.29,2410.61
2024,4,الربع الرابع,20244,الرياض,الرياض,ضاحية نمار,شقة,29,19936736,5531.78,3723.628671,4550.97,3323.23
2024,4,الربع الرابع,20244,الرياض,الرياض,عرقة,شقة,16,26166484.44,3073.81,9042.782685,9451.53,8222.58
2024,4,الربع الرابع,20244,الرياض,الرياض,جرير,شقة,94,95092103,12426.9,7578.865538,7989.32,7241.08
2024,4,الربع الرابع,20244,الرياض,الرياض,ديراب,شقة,10,5027000,1449.04,3515.342569,3709.43,3386.82
2024,4,الربع الرابع,20244,الرياض,الرياض,شبرا,شقة,3,2085000,499.6,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,عكاظ,شقة,123,73553056.23,21979.37,3255.224742,4038.03,2597.7
2024,4,الربع الرابع,20244,الرياض,الرياض,غرناطة,شقة,11,7826854.3,1527.92,7061.018581,7433.23,6360.4
2024,4,الربع الرابع,20244,الرياض,الرياض,قرطبة,شقة,135,140226966.7,19642.86,7072.879449,8288.34,6607.95
2024,4,الربع الرابع,20244,الرياض,الرياض,النظيم,شقة,12,6849253,1366.72,4843.496293,5336.33,4477.61
2024,4,الربع الرابع,20244,الرياض,الرياض,طويق,شقة,408,254307692.8,65172.44,3830.62388,4448.03,3311.15
2024,4,الربع الرابع,20244,الرياض,الرياض,ظهرة البديعة,شقة,7,4359000,1013.69,4721.827892,4770.05,4614.2
2024,4,الربع الرابع,20244,الرياض,الرياض,ظهرة لبن,شقة,203,121985883.9,29761.359,4467.760704,5499.76,3039.37
2024,4,الربع الرابع,20244,الرياض,الرياض,لبن,شقة,63,37335333.37,9624.95,4135.54944,5434.93,2470.72
2024,4,الربع الرابع,20244,الرياض,الرياض,مغرزات,شقة,8,7215814.93,1099.3,7280.899755,9937.24,5060.15
2024,4,الربع الرابع,20244,الرياض,الرياض,الحائر,عمارة,1,250000,225,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الخالدية,عمارة,1,1310000,223.59,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الشرفية,عمارة,1,550000,87.27,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الشميسي,عمارة,2,1200000,300.72,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المهدية,عمارة,2,1100000,83.25,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المرقب,عمارة,1,2100000,339.02,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,منفوحة الجديدة,عمارة,1,2000000,148.12,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العود,عمارة,1,974827.2,180,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,ثليم,عمارة,1,11500000,683.8,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,البديعة,عمارة,1,1000,187,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الملقا,عمارة,2,1900000,106.68,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,جرير,عمارة,1,662500,53.27,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العمل,عمارة,1,300000,75,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,النظيم,عمارة,1,600000,237.81,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الأندلس,فيلا,19,32760667,6604.075,4871.079086,7042.97,3600
2024,4,الربع الرابع,20244,الرياض,الرياض,البيان,فيلا,50,46438059,9624.11,4845.748492,5280.86,4353.96
2024,4,الربع الرابع,20244,الرياض,الرياض,الربيع,فيلا,21,82857741,7169.29,11515.88973,14966.67,4827.040385
2024,4,الربع الرابع,20244,الرياض,الرياض,الجزيرة,فيلا,8,9521725.92,3691.7,3133.608815,3305.785124,2995.87
2024,4,الربع الرابع,20244,الرياض,الرياض,الجنادرية,فيلا,487,475582470.7,155387.248,2755.592144,4308.67,2188.55
2024,4,الربع الرابع,20244,الرياض,الرياض,إشبيلية,فيلا,29,59244534,11012.13,5534.990205,6770.83,4331.784083
2024,4,الربع الرابع,20244,الرياض,الرياض,أم الحمام الشرقي,فيلا,4,9015000,1086.9,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,البديعة,فيلا,13,11580641.67,2939.22,3381.783752,5755.7,2393.4
2024,4,الربع الرابع,20244,الرياض,الرياض,التعاون,فيلا,5,19431203,2815.79,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الرمال,فيلا,1279,1653338575,405368.695,3858.825332,5576.4,3447.09
2024,4,الربع الرابع,20244,الرياض,الرياض,الزاهر,فيلا,1,650000,840,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الخليج,فيلا,44,75062041.46,16224.852,4845.163606,8720.691074,3846.15
2024,4,الربع الرابع,20244,الرياض,الرياض,الخير,فيلا,4,4455000,1875,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,أم الحمام الغربي,فيلا,4,5240000,702.25,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الإزدهار,فيلا,8,15664000,2077.68,8377.257331,9424.78,7635.25
2024,4,الربع الرابع,20244,الرياض,الرياض,البرية,فيلا,1,500000,184.84,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,أحد,فيلا,29,25586307.29,9146.37,3010.715932,3930.21,2044.21
2024,4,الربع الرابع,20244,الرياض,الرياض,الرفيعة,فيلا,18,57549139.53,8080.86,6728.649989,8752.26,5423.08
2024,4,الربع الرابع,20244,الرياض,الرياض,الحزم,فيلا,96,101076925,26026.86,3816.7043,4495.33,3200
2024,4,الربع الرابع,20244,الرياض,الرياض,الحمراء,فيلا,24,69834598.33,11842.77,7036.758891,7615.71,6667.400404
2024,4,الربع الرابع,20244,الرياض,الرياض,الخالدية,فيلا,11,8054001,2348.68,3539.959678,3938.67,2904.43
2024,4,الربع الرابع,20244,الرياض,الرياض,الدار البيضاء,فيلا,133,116995031.4,40026.1,3129.931325,3920.52,2307.85
2024,4,الربع الرابع,20244,الرياض,الرياض,الشفا,فيلا,45,39143574,11822.45,3545.525734,4047.62,3172.588832
2024,4,الربع الرابع,20244,الرياض,الرياض,الحائر,فيلا,1,500000,212.55,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الروضة,فيلا,31,78703808,12699.505,5612.204953,7692.307692,4900
2024,4,الربع الرابع,20244,الرياض,الرياض,الصحافة,فيلا,36,132381654,12027.29,9632.735481,11160.5507,7857.142857
2024,4,الربع الرابع,20244,الرياض,الرياض,الصفا,فيلا,55,102429860,15201.75,6320.482146,9083.33,4600
2024,4,الربع الرابع,20244,الرياض,الرياض,العقيق,فيلا,20,120644541,13266.14,8514.543021,9657.9,7600
2024,4,الربع الرابع,20244,الرياض,الرياض,الجرادية,فيلا,23,17315077,4693.65,3769.82123,4904.21,2197.8
2024,4,الربع الرابع,20244,الرياض,الرياض,الدريهمية,فيلا,1,420000,156.3,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الربوة,فيلا,28,79827537,14731.15,5062.032369,5557.89,4842.81
2024,4,الربع الرابع,20244,الرياض,الرياض,الرحمانية,فيلا,10,67829100,5264.24,11337.29643,12760.41667,8972.825158
2024,4,الربع الرابع,20244,الرياض,الرياض,الروابي,فيلا,6,23050000,3676.59,6448.607553,6600,4854.583168
2024,4,الربع الرابع,20244,الرياض,الرياض,السويدي الغربي,فيلا,30,30279024,8774.52,4711.436008,5333.598357,4195.51
2024,4,الربع الرابع,20244,الرياض,الرياض,الشهداء,فيلا,14,34673225,4102.97,9048.133023,9955.555556,7479.885174
2024,4,الربع الرابع,20244,الرياض,الرياض,السليمانية,فيلا,49,190835200,22967.2,7717.705027,10431.76,6850
2024,4,الربع الرابع,20244,الرياض,الرياض,الرائد,فيلا,2,3641122.56,338.67,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,السعادة,فيلا,106,97997708,20266.47,4850.099358,5563.59,4140.39
2024,4,الربع الرابع,20244,الرياض,الرياض,السلي,فيلا,3,2100000,693.14,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,السلام,فيلا,15,31329387.97,7209.4,4355.255935,5572.31,4051.13
2024,4,الربع الرابع,20244,الرياض,الرياض,السويدي,فيلا,71,79417071.02,29426.16,2560.077966,4020.8,1833.33
2024,4,الربع الرابع,20244,الرياض,الرياض,الضباط,فيلا,19,106321875,14578.28,5816.589593,6576,4941
2024,4,الربع الرابع,20244,الرياض,الرياض,الفاروق,فيلا,6,7927600,1502.13,4874.305152,4941.2,4825.91
2024,4,الربع الرابع,20244,الرياض,الرياض,القيروان,فيلا,43,171816964,16259.908,10376.73411,11250,8550
2024,4,الربع الرابع,20244,الرياض,الرياض,الريان,فيلا,11,41584250,6102.46,6938.743733,9328.09,5500
2024,4,الربع الرابع,20244,الرياض,الرياض,الزهرة,فيلا,33,33667957,10376.11,3536.866564,5099,2500
2024,4,الربع الرابع,20244,الرياض,الرياض,العزيزية,فيلا,118,89930710,26757.39,3425.814916,4000,2800
2024,4,الربع الرابع,20244,الرياض,الرياض,المربع,فيلا,1,3200000,834,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المرجان,فيلا,8,5968000,1231.56,4760.83922,4926.11,4580.44
2024,4,الربع الرابع,20244,الرياض,الرياض,الشميسي,فيلا,14,11144000,2238.66,4824.697144,5370.15,3702.61
2024,4,الربع الرابع,20244,الرياض,الرياض,الشعلة,فيلا,1,380000,750,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العريجاء الأوسط,فيلا,9,7332949,3264.359,2378.335729,4588.47,2000
2024,4,الربع الرابع,20244,الرياض,الرياض,العود,فيلا,1,458854.8,158.11,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الغنامية,فيلا,33,11461499.99,9606.7,1051.165356,1350,812.5
2024,4,الربع الرابع,20244,الرياض,الرياض,الفيحاء,فيلا,14,25477000,5249.08,5880.652653,6981.82,4453.33
2024,4,الربع الرابع,20244,الرياض,الرياض,العارض,فيلا,218,558026007.9,72588.541,7366.422651,9413.580247,6200
2024,4,الربع الرابع,20244,الرياض,الرياض,العريجاء الغربي,فيلا,21,20750000,6877.7,2864.791059,3747.42,2169.658811
2024,4,الربع الرابع,20244,الرياض,الرياض,المعذر,فيلا,5,22253000,2181.18,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العليا,فيلا,43,234589692,23134.19,9018.481991,13625,7142.86
2024,4,الربع الرابع,20244,الرياض,الرياض,الغدير,فيلا,4,59400000,5228.7,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,العريجاء,فيلا,15,11995000,2973.79,4117.293183,4312.61,4001.58
2024,4,الربع الرابع,20244,الرياض,الرياض,العلا,فيلا,1,520000,750,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,المرسلات,فيلا,8,27502000,3437.39,7843.685596,9310.307058,7000
2024,4,الربع الرابع,20244,الرياض,الرياض,القدس,فيلا,20,69729658,9670.59,6454.445871,7000,5800.46
2024,4,الربع الرابع,20244,الرياض,الرياض,المروج,فيلا,4,13220000,1505.77,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك عبدالله,فيلا,3,11830000,777.83,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,الملك فيصل,فيلا,13,21801400,4361.39,4908.312612,5984.44,4350
2024,4,الربع الرابع,20244,الرياض,الرياض,الندوة,فيلا,5,4885604,1214.93,NULL,NULL,NULL
2024,4,الربع الرابع,20244,الرياض,الرياض,النزهة,فيلا,11,45282000.01,5665.22,8131.565024,9050,7325.691631
